"group","ideal_point","std_error","lower_ci","upper_ci"
"united synagogue of conservative judaism",-0.197147503058815,0.116515442929612,-0.425517771200855,0.0312227650832243
"verizon services",-0.195979459059884,0.127279073196871,-0.445446442525751,0.0534875244059834
"land ctr for cultural engagement",-0.194018413660467,0.107411532627167,-0.404545017609715,0.0165081902887798
"western states petroleum assn",-0.193835562704326,0.102780134839672,-0.395284626990083,0.00761350158143151
"moms for liberty",-0.192536914829992,0.104920997040521,-0.398182069029413,0.0131082393694285
"rabbinical council of america",-0.192204915583616,0.124131877615693,-0.435503395710374,0.0510935645431431
"fairness ctr",-0.190863836220934,0.107267253382736,-0.401107652851097,0.0193799804092297
"nc values inst",-0.189785025584828,0.101259162611062,-0.388252984302509,0.00868293313285284
"ustelecom-the broadband assn",-0.18756402323768,0.10917035508352,-0.401537919201378,0.0264098727260191
"erisa industry comm",-0.18694775567761,0.0971145360493633,-0.377292246334362,0.00339673497914222
"natl assn for college admission counseling",-0.181606156401792,0.1318625531638,-0.440056760602839,0.0768444477992551
"act",-0.181606144916102,0.13026000147039,-0.436915747798065,0.0737034579658618
"college board",-0.181606111695163,0.133720937096814,-0.443699148404919,0.0804869250145934
"coalition for litigation justice",-0.181413286212549,0.102717828073327,-0.382740229236271,0.0199136568111731
"criminal justice legal fdn",-0.180983481128551,0.149713043803093,-0.474421046982612,0.112454084725511
"ctr for american liberty",-0.178037838866218,0.112382610329958,-0.398307755112936,0.0422320773804988
"intl ctr for law and economics",-0.172181691596223,0.111867575680348,-0.391442139929705,0.0470787567372577
"orthodox church in america",-0.171699611108109,0.132685161473223,-0.431762527595627,0.0883633053794088
"california police chiefs assn",-0.16526362435236,0.138502749274952,-0.436729012931266,0.106201764226545
"natl apartment assn",-0.162410200107261,0.103784738566307,-0.365828287697222,0.0410078874827011
"ctr for workplace compliance",-0.15799629977192,0.0914925333802554,-0.337321665197221,0.0213290656533804
"protect the 1st",-0.156017933571375,0.0919797860272434,-0.336298314184773,0.0242624470420218
"natl assn of realtors®",-0.151571679743015,0.152638847302052,-0.450743820455036,0.147600460969007
"alliance for automotive innovation",-0.151359129080365,0.10952279545512,-0.3660238081724,0.0633055500116693
"american fuel and petrochemical manufacturers",-0.150024169029691,0.106327995805639,-0.358427040808742,0.0583787027493608
"intellectual property law assn of chicago",-0.14596438767336,0.101465892256951,-0.344837536496984,0.0529087611502636
"illinois policy inst",-0.144609294527202,0.0936769385107019,-0.328216094008178,0.0389975049537739
"first amendment lawyers assn",-0.139471057135875,0.110786657630072,-0.356612906090816,0.0776707918190655
"project for privacy and surveillance accountability",-0.138990806656561,0.11691524146764,-0.368144679933136,0.0901630666200135
"natl coalition against censorship",-0.135337774545317,0.115955775549068,-0.36261109462149,0.0919355455308566
"natl assn of criminal defense lawyers",-0.131357458994982,0.194145654523145,-0.511882941860346,0.249168023870381
"restore the fourth",-0.128482176303305,0.1140902028032,-0.352098973797578,0.0951346211909678
"natl rural electric cooperative assn",-0.122443498356168,0.140963218694397,-0.398731406997185,0.15384441028485
"american intellectual property law assn",-0.102310264613373,0.142374986253234,-0.381365237669713,0.176744708442966
"unified patents",-0.097529663961897,0.085070670897551,-0.264268178921097,0.0692088509973028
"disabled american veterans",-0.0965104657849909,0.0978646428512698,-0.28832516577348,0.0953042342034979
"copyright alliance",-0.0883940063590982,0.0806938062143294,-0.246553866539184,0.0697658538209876
"famm",-0.0881846803361871,0.128189984627961,-0.339437050206991,0.163067689534617
"pharmaceutical research and manufacturers of america",-0.074928924446375,0.163137639105382,-0.394678697092924,0.244820848200175
"natl trans bar assn",-0.0720314505779805,0.170121846849551,-0.405470270403101,0.26140736924714
"internet assn",-0.0713918712361353,0.117394063139132,-0.301484234988833,0.158700492516563
"cause of action inst",-0.0692610306628071,0.118302266073141,-0.301133472166163,0.162611410840549
"bronx defenders",-0.0622819810009553,0.163861958093255,-0.383451418863736,0.258887456861825
"reporters comm for freedom of the press",-0.059927483921075,0.149938856567953,-0.353807642794263,0.233952674952113
"netchoice",-0.0583169366133688,0.10494110251032,-0.264001497533596,0.147367624306858
"biotechnology innovation org",-0.057824646915171,0.068749663118862,-0.19257398662814,0.0769246927977985
"veterans of foreign wars of the united states",-0.0571965495800434,0.0872940216216365,-0.228292831958451,0.113899732798364
"vietnam veterans of america",-0.0555601284385909,0.0819836833412579,-0.216248147787456,0.105127890910275
"natl org of veterans’ advocates",-0.0500000697172726,0.0785841915114893,-0.204025085079792,0.104024945645246
"california peace officers’ assn",-0.0499744576368306,0.0690433463872869,-0.185299416555913,0.0853505012822517
"natl lgbt bar assn",-0.0462681541379242,0.155455765777353,-0.350961455061537,0.258425146785689
"microsoft corporation",-0.0441550943650513,0.144091725034492,-0.326574875432655,0.238264686702552
"cummins",-0.0417523918319749,0.126670055443105,-0.29002570050046,0.20652091683651
"american jewish comm",-0.0399379169689064,0.13487161398666,-0.304286280382761,0.224410446444948
"natl assn of federal defenders",-0.0396047979031159,0.168150031696228,-0.369178860027722,0.289969264221491
"intellectual property owners assn",-0.0351147628259178,0.0540990692522861,-0.141148938560399,0.070919412908563
"r street inst",-0.0279053035561306,0.151550159294152,-0.324943615772668,0.269133008660407
"assn of american publishers",-0.0234138487680726,0.089198232889088,-0.198242385230685,0.15141468769454
"natl foreign trade council",-0.0181744480036663,0.16984787840003,-0.351076289667725,0.314727393660392
"league of california cities",-0.0174407759972227,0.146909511581561,-0.305383418697081,0.270501866702636
"dkt liberty project",-0.0133434262695505,0.150903128023766,-0.309113557196133,0.282426704657031
"roderick and solange macarthur justice ctr",-0.0127391067042679,0.113411449001688,-0.235025546747576,0.20954733333904
"catholic charities usa",-0.0113634815331627,0.151998384846866,-0.309280315833021,0.286553352766695
"assn for accessible medicines",-0.0110793797221001,0.127226118045866,-0.260442571091998,0.238283811647798
"authors guild",-0.00683523419058008,0.0870427094210552,-0.177438944655848,0.163768476274688
"president of the house of deputies of the episcopal church",-0.0062116926945559,0.150074431911751,-0.300357579241587,0.287934193852476
"natl assn of wholesaler-distributors",-0.00612740586153569,0.16301401458174,-0.325634874441746,0.313380062718674
"natl district attorneys assn",-0.00406553288522224,0.0869443148214613,-0.174476389935286,0.166345324164842
"natl assn for public defense",0.00392392607918044,0.0794392536103219,-0.15177701099705,0.159624863155411
"natl veterans legal services program",0.00440904349153472,0.0812620846034223,-0.154864642331173,0.163682729314242
"american conservative union fdn",0.0114836592337816,0.134779597016316,-0.252684350918198,0.275651669385761
"intl brotherhood of teamsters",0.0144540073404991,0.147679426130285,-0.274997667874859,0.303905682555857
"natl sheriffs’ assn",0.015218804506833,0.149001787816925,-0.276824699614339,0.307262308628005
"information technology industry council",0.015348755666511,0.0871750137372487,-0.155514271258496,0.186211782591518
"law enforcement action partnership",0.0155540953464729,0.152597312935593,-0.28353663800729,0.314644828700235
"military-veterans advocacy",0.018055461371762,0.0479983363530835,-0.0760212778802817,0.112132200623806
"news media alliance",0.0224680998806253,0.0950352064859592,-0.163800904831855,0.208737104593105
"l.a. care health plan",0.0235569975307545,0.135705732843959,-0.242426238843405,0.289540233904914
"federal circuit bar assn",0.0236693233899515,0.0372431262848612,-0.0493272041283766,0.0966658509082795
"defenders of wildlife",0.0325464914915428,0.13181192582171,-0.225804883119008,0.290897866102094
"bay area lawyers for individual freedom",0.0373130892848627,0.137019327796248,-0.231244793195784,0.305870971765509
"act | the app assn",0.0374724822421445,0.0553381759130123,-0.0709903425473596,0.145935307031649
"natl police accountability project",0.0398837075113218,0.142163485016475,-0.23875672312097,0.318524138143614
"protect democracy project",0.0420232479908051,0.14585356326151,-0.243849736001754,0.327896231983364
"brooklyn defender services",0.042519497056878,0.151853001284075,-0.255112385459909,0.340151379573665
"council on american-islamic relations",0.0439851173942681,0.138912721398399,-0.228283816546594,0.31625405133513
"innocence project",0.0494798735164652,0.0818752128528857,-0.110995543675191,0.209955290708121
"assn for community affiliated plans",0.0494966859838969,0.13772695661363,-0.220448148978818,0.319441520946612
"california state assn of counties",0.050202626912708,0.153081935978653,-0.249837967605453,0.350243221430869
"high tech inventors alliance",0.0506308614476008,0.0895542353662508,-0.124895439870251,0.226157162765452
"waking women healing inst",0.0530703623016942,0.0642073760320975,-0.0727760947212169,0.178916819324605
"new york intellectual property law assn",0.0551979462389672,0.107177561071209,-0.154870073460602,0.265265965938537
"natl press photographers assn",0.0568891608539715,0.102044359064434,-0.143117782912319,0.256896104620262
"woodhull freedom fdn",0.0578043437182412,0.13456798244923,-0.20594890188225,0.321557589318733
"first nations women’s alliance",0.0579832434669785,0.0683260587235361,-0.0759358316311523,0.191902318565109
"intl mayan league",0.0586037981021431,0.07629300864438,-0.0909304988408416,0.208138095045128
"authors alliance",0.0594976173168036,0.0785713876004661,-0.0945023023801099,0.213497537013717
"intl trademark assn",0.0620362350843076,0.0760618351687726,-0.0870449618464867,0.211117432015102
"fred t. korematsu ctr for law and equality",0.0651829541276186,0.138477747703583,-0.206233431371404,0.336599339626641
"wikimedia fdn",0.0651970048068605,0.0800630435787808,-0.0917265606075498,0.222120570221271
"modern military assn of america",0.0680667815222317,0.13649713111327,-0.199467595459777,0.33560115850424
"dra entities",0.0718327444628809,0.0671989380356394,-0.0598771740869723,0.203542663012734
"first focus on children",0.0849609483850773,0.138944019080774,-0.18736932901324,0.357291225783395
"america’s health insurance plans",0.0856569985222347,0.135168703348722,-0.179273660041259,0.350587657085729
"neighborhood defender service of harlem",0.0910909470643027,0.0686559866322031,-0.0434747867348154,0.225656680863421
"freedom to read fdn",0.0945930291276193,0.135893788521137,-0.17175879637381,0.360944854629048
"american council on education",0.0968935299665006,0.118465792869648,-0.13529942405801,0.329086483991012
"american islamic congress",0.0971142940547812,0.118862546506847,-0.135856297098639,0.330084885208201
"muslim public affairs council",0.0973572116251065,0.1356582158872,-0.168532891513805,0.363247314764018
"youth rights and justice",0.102077446997741,0.073635299239007,-0.0422477395107131,0.246402633506194
"kansas coalition against sexual and domestic violence",0.102552107476592,0.112000572906657,-0.116969015420456,0.322073230373641
"montana coalition against domestic and sexual violence",0.102561370941487,0.113662587882168,-0.120217301307562,0.325340043190536
"natl assn of counsel for children",0.103675580087493,0.109089920055159,-0.110140663220619,0.317491823395605
"media law resource ctr",0.105408026664022,0.0888642357049515,-0.0687658753176829,0.279581928645727
"service women’s action network",0.106717800747192,0.130431694773238,-0.148928321008354,0.362363922502738
"postmates",0.107563842295963,0.122534048750659,-0.132602893255328,0.347730577847255
"illinois coalition against domestic violence",0.107861736140105,0.120327407628903,-0.127979982812545,0.343703455092755
"equally american legal defense and education fund",0.111314621897972,0.0818811242994909,-0.0491723817290301,0.271801625524974
"aclu of puerto rico",0.111338849572789,0.084078382264549,-0.0534547796657269,0.276132478811305
"developers alliance",0.112182500795949,0.078078678854879,-0.0408517097596135,0.265216711351512
"american academy of nursing",0.112433236250584,0.120195157242587,-0.123149271944886,0.348015744446054
"wisconsin coalition against sexual assault",0.11380396206149,0.114781543080335,-0.111167862375967,0.338775786498947
"natl conference of state legislatures",0.114977207329758,0.148279295700997,-0.175650212244196,0.405604626903712
"pricewaterhousecoopers llp",0.115381145813032,0.118426070518454,-0.116733952403137,0.347496244029201
"council for advancement and support of education",0.119351116296502,0.104441914206316,-0.0853550355478781,0.324057268140882
"paralyzed veterans of america",0.122171463490306,0.153089217999809,-0.177883403789319,0.422226330769931
"pfizer",0.122224779135739,0.120642816209958,-0.114235140635778,0.358684698907257
"tripadvisor",0.122263262445471,0.0737386900789142,-0.0222645701092009,0.266791095000143
"vimeo",0.122910618704253,0.119130042352377,-0.110584264306406,0.356405501714913
"edison electric inst",0.124589926596176,0.145450773206938,-0.160493588889424,0.409673442081775
"pen american ctr",0.128318426499464,0.15910712818595,-0.183531544744998,0.440168397743926
"lyft",0.129171987036332,0.119544264387726,-0.105134771163611,0.363478745236275
"workers circle",0.12996073718465,0.131295718653103,-0.127378871375432,0.387300345744733
"uber technologies",0.132411800337032,0.11913308432314,-0.101089044936322,0.365912645610385
"american hospital assn",0.134389002107399,0.119594735124777,-0.100016678737163,0.368794682951962
"technet",0.138276804409181,0.090005369730226,-0.0381337202620621,0.314687329080424
"assn of the bar of the city of new york",0.142316637215478,0.123333149031969,-0.0994163348871814,0.384049609318138
"mozilla corporation",0.144540900296904,0.12202376892896,-0.0946256868038586,0.383707487397666
"seattle indian health board",0.145145412149472,0.125692743656836,-0.101212365417926,0.39150318971687
"natl ctr on domestic and sexual violence",0.145151676964151,0.12311951798462,-0.0961625782857035,0.386465932214006
"sexual violence prevention assn",0.145155775084165,0.121969114940653,-0.0939036901995154,0.384215240367846
"virgin islands bar assn",0.148501053682069,0.0888106253400263,-0.0255677719843823,0.322569879348521
"hr policy assn",0.14880703771732,0.123301800357118,-0.0928644909826306,0.390478566417271
"tribal law and policy inst",0.149461340760432,0.124331589877566,-0.0942285753995974,0.393151256920461
"ctr for democracy and technology",0.151343976463031,0.166224638127677,-0.174456314267216,0.477144267193278
"mental health america",0.154004915540605,0.111274211522665,-0.0640925390438183,0.372102370125029
"american public health assn",0.155213725937693,0.121068446855984,-0.082080429900035,0.392507881775421
"greater new york hospital assn",0.157193969468543,0.075633747845553,0.00895182369125888,0.305436115245826
"services immigrant rights and education network",0.157209962288252,0.0627748171361368,0.034171320701424,0.28024860387508
"article 19: global campaign for free expression",0.158133862149037,0.107649257225611,-0.0528586820131601,0.369126406311234
"general synod of the united church of christ",0.160692362461923,0.125446523878332,-0.0851828243396078,0.406567549263455
"native women’s soc of the great plains",0.160812790559134,0.111413129345349,-0.0575569429577497,0.379182524076017
"nike",0.161343971416349,0.104884906390783,-0.0442304451095858,0.366918387942284
"blue cross blue shield assn",0.164091236288879,0.111265089743835,-0.0539883396090369,0.382170812186796
"natl black justice coalition",0.165459004313406,0.110957002792697,-0.0520167211602802,0.382934729787093
"yelp",0.165550177458018,0.0736893278147696,0.0211190949410692,0.309981259974966
"cisco systems",0.165842717224902,0.0795391783335496,0.00994592769114494,0.321739506758659
"ctr for law and social policy",0.167837667758994,0.0675131247551735,0.0355119432388536,0.300163392279134
"central conference of american rabbis",0.17246823133609,0.116303069927685,-0.0554857857221722,0.400422248394351
"positive women’s network-usa",0.175009563911214,0.109707019806355,-0.0400161949092414,0.390035322731669
"immigrant law ctr of minnesota",0.17556227105246,0.0654017993000799,0.0473747444243032,0.303749797680616
"mississippi ctr for justice",0.17556628035887,0.0633229799244197,0.0514532397070078,0.299679321010733
"twitter",0.176223347668685,0.0664602787724086,0.0459612012747646,0.306485494062606
"american gateways",0.17689174976584,0.0710688595420164,0.037596785063488,0.316186714468192
"young ctr for immigrant children’s rights",0.176897978294681,0.0638718626387283,0.0517091275227735,0.302086829066589
"knight first amendment inst at columbia university",0.177485191923443,0.161951536205252,-0.139939819038851,0.494910202885738
"arab american inst",0.17751058396673,0.0617797109650942,0.0564223504751455,0.298598817458315
"amazon.com",0.177889383211008,0.130989571762389,-0.0788501774432747,0.43462894386529
"immigrant defenders law ctr",0.180851350798552,0.088172004744594,0.0080342214991477,0.353668480097956
"we testify",0.181043410444711,0.101625022731315,-0.0181416341086669,0.38022845499809
"glaxosmithkline",0.1814737160298,0.0748584141985537,0.0347512242006348,0.328196207858965
"floor64 d/b/a the copia inst",0.182438121050963,0.15923697854154,-0.129666356890456,0.494542598992381
"asylum seeker advocacy project",0.182499536790327,0.0746974903072052,0.0360924557882048,0.328906617792449
"latin america working grp",0.184702242909871,0.061905929382257,0.0633666213206476,0.306037864499095
"jewish war veterans of the united states of america",0.18673408359263,0.0816175478764465,0.0267636897547945,0.346704477430465
"immigrant legal resource ctr",0.187180559809487,0.0606273333606967,0.0683509864225214,0.306010133196452
"thumbtack",0.189709285127299,0.0982142576872474,-0.00279065993970615,0.382209230194304
"univision communications",0.189713315868613,0.0886562168695581,0.0159471308042792,0.363479500932947
"turo",0.189719892773048,0.0912256961958473,0.0109175282291876,0.368522257316909
"hamilton college",0.190238026823187,0.070553983642066,0.0519522188847377,0.328523834761637
"council of independent colleges",0.190238225491414,0.0631934248841895,0.0663791127184025,0.314097338264425
"connecticut college",0.190238234755832,0.0631433399186284,0.0664772885153202,0.313999180996343
"franklin and marshall college",0.190238795672055,0.0622686580538056,0.0681922258865965,0.312285365457514
"american assn of state colleges and universities",0.190238808067706,0.0645801427439415,0.0636617282895805,0.316815887845831
"colby college",0.190238860093003,0.0624973009296404,0.067744150270908,0.312733569915098
"barnard college",0.190239098876696,0.0646184717637522,0.0635868942197422,0.316891303533651
"natl assn of student financial aid administrators",0.190239157734581,0.0676399841642175,0.0576647887727151,0.322813526696448
"marymount university",0.190239266919826,0.0618420507473341,0.0690288474550513,0.311449686384601
"natl assn of diversity officers in higher education",0.190239417960195,0.0613644622751983,0.0699650719008062,0.310513764019584
"assn of jesuit colleges and universities",0.190239443871621,0.0565750220621885,0.0793524006297311,0.30112648711351
"loyola university of chicago",0.190239545166464,0.0532139977025757,0.0859401096694156,0.294538980663512
"carnegie mellon university",0.190239745694322,0.0634063901264462,0.0659632210464874,0.314516270342157
"natl assn of college and university business officers",0.190239810041443,0.0705678419278716,0.051926839862815,0.328552780220072
"bucknell university",0.190239862203782,0.0667709200750315,0.0593688588567202,0.321110865550844
"council of graduate schools",0.190240000743103,0.0595774205615473,0.0734682564424708,0.307011745043736
"macalester college",0.190240067613925,0.0749179672045281,0.0434008518930496,0.3370792833348
"natl assn of independent colleges and universities",0.190240179577251,0.0625840595838932,0.0675754227928208,0.312904936361682
"assn of american colleges and universities",0.190240183826647,0.068902735670241,0.0551908219129746,0.325289545740319
"college and university professional assn for human resources",0.190240189490861,0.0642854891722594,0.0642406307132321,0.316239748268489
"wasc senior college and university commission",0.190240366366328,0.0630800834296971,0.0666034028441218,0.313877329888534
"middle states commission on higher education",0.190240402133842,0.0626991521955927,0.0673500638304803,0.313130740437204
"amherst college",0.190240619444068,0.0670989980676429,0.0587265832314881,0.321754655656648
"massachusetts law reform inst",0.190240647192299,0.0621283248959516,0.0684691303962337,0.312012163988364
"american indian higher education consortium",0.190240653774754,0.0607920668633723,0.071088202722544,0.309393104826963
"middlebury college",0.190240949075241,0.0674760963497313,0.0579878002297673,0.322494097920714
"teach for america",0.19024097814221,0.0648180733398353,0.0631975543961328,0.317284401888287
"bryn mawr college",0.190241036276192,0.0641087524049699,0.0645878815624507,0.315894190989933
"realnetworks",0.19024129747481,0.0625637924475241,0.0676162642776625,0.312866330671957
"natl collegiate athletic assn",0.190241397826338,0.0607495384069676,0.0711723025486811,0.309310493103994
"carleton college",0.190241606051215,0.0673782943510275,0.058180149123201,0.322303062979229
"mount holyoke college",0.190241871364587,0.0586530248985455,0.075281942563438,0.305201800165737
"educause",0.190241906627693,0.0641757562436302,0.0644574243901775,0.316026388865208
"council for opportunity in education",0.190241965163738,0.065287389771001,0.0622786812125765,0.3182052491149
"american assn of community colleges",0.190242024678758,0.065476964795078,0.0619071736804047,0.31857687567711
"haverford college",0.190242397752221,0.0628875228405427,0.0669828529847576,0.313501942519685
"american speech-language-hearing assn",0.190242465355028,0.0647731376461212,0.0632871155686302,0.317197815141425
"phi beta kappa",0.19024252966729,0.0622796709521047,0.0681743746011646,0.312310684733415
"naspa-student affairs administrators in higher education",0.190242683107768,0.0658647362354018,0.06114780008638,0.319337566129155
"bowdoin college",0.190242884146884,0.0695802614625872,0.0538655716802134,0.326620196613555
"christian brothers university",0.190242913511194,0.0604614177336484,0.0717385347532435,0.308747292269145
"legal aid soc",0.191335637511822,0.12690769559284,-0.0574034458501435,0.440074720873788
"central american resource ctr of northern ca-carecen sf",0.191579579101712,0.0692630242324014,0.0558240516062051,0.327335106597219
"coalition for humane immigrant rights",0.191579728799326,0.0635762809467133,0.0669702181437681,0.316189239454884
"state and local legal ctr",0.195301392295223,0.12947952143732,-0.0584784697219245,0.44908125431237
"intl refugee assistance project",0.196011968878645,0.0906711346883881,0.0182965448894042,0.373727392867886
"citizens equal rights fdn",0.196400513027137,0.134131927171757,-0.0664980642295062,0.459299090283779
"kentucky assn of sexual assault programs",0.197185994090895,0.100903647561569,-0.000585155129780357,0.39495714331157
"asian and pacific islander american health forum",0.197422491142144,0.102881622794938,-0.00422548953593441,0.399070471820222
"ctr for american progress",0.197747134494152,0.0658473250656857,0.068686377365408,0.326807891622896
"sikh coalition",0.197866618861296,0.10813005672585,-0.0140682923213708,0.409801530043963
"minkwon ctr for community action",0.1990619367414,0.0587483995399436,0.0839150736431107,0.31420879983969
"natl queer asian pacific islander alliance",0.199418811375354,0.0613160548115976,0.0792393439446225,0.319598278806085
"alianza americas",0.199566922653716,0.0695970894897027,0.0631566272538984,0.335977218053533
"farmworker justice",0.199730207331628,0.0824018512215834,0.0382225789373245,0.361237835725931
"immigrant defense project",0.199952916664311,0.0783426511411765,0.0464013204276048,0.353504512901017
"assn of governing boards of universities and colleges",0.201190793374135,0.0615643973344327,0.0805245745986465,0.321857012149623
"community legal services in east palo alto",0.20122455949123,0.0749424632286526,0.0543373315630709,0.348111787419389
"natl hispanic media coalition",0.201702485976779,0.0722436795980311,0.0601048739646382,0.34330009798892
"american historical assn",0.202114478772162,0.0933823468591558,0.0190850789282168,0.385143878616107
"new york legal assistance grp",0.202389507516205,0.0819396574156557,0.0417877789815199,0.36299123605089
"assn of research libraries",0.202923446739591,0.0808340291180688,0.0444887496681764,0.361358143811006
"physicians for human rights",0.20360827905887,0.08061338186073,0.0456060506118392,0.361610507505901
"battered women’s justice project",0.203943447720989,0.119772475305271,-0.0308106038773436,0.438697499319321
"american-arab anti-discrimination comm",0.206551179555353,0.0858089236651516,0.0383656891716559,0.37473666993905
"northrop grumman corporation",0.207658170441307,0.0797156008023789,0.0514155928686447,0.36390074801397
"starbucks corporation",0.207658354080335,0.0837903891235385,0.0434291913981997,0.371887516762471
"procter and gamble company",0.20766144913365,0.0784345545257324,0.0539297222632141,0.361393176004085
"leukemia and lymphoma soc",0.209919618304121,0.0902988220405194,0.0329339271047027,0.386905309503539
"natl ctr for transgender equality",0.210019962912511,0.105280644796763,0.00366989911085527,0.416370026714167
"trillium asset management",0.210086269540929,0.0888706977892899,0.0358997018739209,0.384272837207937
"baptist joint comm for religious liberty",0.210243862901724,0.116233924521657,-0.0175746291607232,0.438062354964171
"software and information industry assn",0.210939437491711,0.141085526402824,-0.0655881942578252,0.487467069241247
"asian law alliance",0.211589625466893,0.0691241425526652,0.0761063060636687,0.347072944870116
"children’s defense fund",0.211883507980175,0.0907374975775657,0.0340380127281464,0.389729003232204
"southern coalition for social justice",0.211972715675482,0.0908570181472739,0.0338929601068248,0.390052471244138
"north carolina justice ctr",0.212633179606436,0.0965985006937765,0.0233001182466342,0.401966240966238
"southwest women’s law ctr",0.212941120992159,0.0670956921976245,0.0814335642848152,0.344448677699503
"assn of public and land-grant universities",0.213197598690254,0.0576898481324473,0.100125496350658,0.326269701029851
"assn of american universities",0.213199772644893,0.0607835941756255,0.0940639280606671,0.332335617229119
"match grp",0.213770820759186,0.0852027880241271,0.046773356231897,0.380768285286475
"9to5 natl assn of working women",0.215845788696116,0.0724649831598781,0.0738144217027548,0.357877155689477
"women’s medical fund",0.21612268280834,0.0587573165437449,0.1009583423826,0.33128702323408
"population connection action fund",0.216124450150558,0.0685815472815356,0.0817046174787483,0.350544282822368
"united farm workers of america",0.21756627906565,0.0792733348617444,0.0621905427366307,0.372942015394669
"asian pacific american labor alliance",0.217834460356074,0.0652791827448022,0.0898872621762612,0.345781658535886
"chamber of progress",0.218084119611879,0.118226763034588,-0.0136403359359135,0.449808575159672
"progress florida",0.218694801149809,0.0678215035976965,0.0857646540983234,0.351624948201294
"advocates for youth",0.218776030347376,0.0605189806336,0.10015882830552,0.337393232389232
"hispanic assn of colleges and universities",0.218799533742264,0.0682571253457973,0.0850155680645018,0.352583499420027
"bend the arc: a jewish partnership for justice",0.218929589074216,0.0504866424165493,0.119975769937779,0.317883408210653
"soc of general internal medicine",0.220978919651051,0.0622954871017783,0.0988797649315656,0.343078074370537
"google",0.221958622868485,0.114295031257607,-0.00205963839642456,0.445976884133395
"child usa",0.225134333265099,0.0808309839068457,0.0667056048076818,0.383563061722517
"natl network of abortion funds",0.225242249553363,0.061910637173497,0.103897400693309,0.346587098413418
"soc of family planning",0.225244671113092,0.0660280339214234,0.0958297246271024,0.354659617599082
"lawyers for civil rights",0.225266002453896,0.0682892621363667,0.0914190486666175,0.359112956241175
"karamah: muslim women lawyers for human rights",0.227010299692737,0.0951345637285557,0.0405465547847682,0.413474044600706
"pinterest",0.227209675499568,0.0808706937290096,0.0687031157907091,0.385716235208427
"natl indigenous women’s resource ctr",0.227274831625394,0.0870968511704532,0.0565650033313055,0.397984659919482
"andrew goodman fdn",0.227523799746365,0.0664434659392172,0.0972946065054989,0.35775299298723
"advocates for human rights",0.227948527102132,0.0665734478278567,0.0974645693595332,0.358432484844731
"natl justice for our neighbors",0.228635830348873,0.0596063839313958,0.111807317843338,0.345464342854409
"tntp",0.229189549419628,0.0796949342478099,0.0729874782939208,0.385391620545336
"viiv healthcare company",0.229854873466293,0.0763514126216292,0.0802061047279002,0.379503642204687
"muslim advocates",0.231033777027845,0.110107707937132,0.0152226694710651,0.446844884584624
"natl asian pacific american bar assn",0.231303874740112,0.0683095724500214,0.09741711273807,0.365190636742154
"women lawyers assn of los angeles",0.232473813759744,0.0716491742507153,0.0920414322283424,0.372906195291147
"ujima: natl ctr on violence against women in the black community",0.23263935117813,0.0980389229687414,0.0404830621593965,0.424795640196863
"america’s essential hospitals",0.233265764467421,0.0826445376609066,0.0712824706520441,0.395249058282798
"family equality",0.233925438003953,0.0861328405099149,0.0651050706045203,0.402745805403387
"natl immigration litigation alliance",0.234399505550834,0.0794324132289894,0.0787119756220144,0.390087035479653
"black women’s health imperative",0.234491858977576,0.0761948594341476,0.0851499344866472,0.383833783468506
"everthrive illinois",0.234492459428409,0.0783731538704755,0.0808810778422775,0.388103841014541
"pflag",0.23475042940123,0.0985732659431168,0.041546828152721,0.427954030649739
"new york civil liberties union",0.235550403121091,0.116726235752856,0.00676698104549339,0.464333825196688
"natl latina inst for reproductive justice",0.236114053255403,0.0652441808754152,0.108235458739589,0.363992647771217
"poverty and race research action council",0.236194230542758,0.12145074369409,-0.00184922709765709,0.474237688183174
"human rights campaign",0.236442257749253,0.10075776667062,0.0389570350748377,0.433927480423668
"network lobby for catholic social justice",0.236635901308283,0.070080386534222,0.0992783437012075,0.373993458915358
"legal aid justice ctr",0.236790888258935,0.0854324305227195,0.0693433244344051,0.404238452083466
"hispanic natl bar assn",0.237602185514026,0.0648841623950205,0.110429227219786,0.364775143808266
"natl medical assn",0.237733390961908,0.0564544195508249,0.127082728642291,0.348384053281525
"japanese american citizens league",0.237974268615881,0.0600153688398029,0.120344145689867,0.355604391541894
"natl capacd-natl coalition for asian pacific american community development",0.238220851769054,0.0685331229176541,0.103895930850452,0.372545772687656
"apple",0.239640541101962,0.107085356045969,0.0297532432518627,0.449527838952061
"natl coalition against domestic violence",0.240009977555084,0.0897196767147619,0.064159411194151,0.415860543916018
"information technology and innovation fdn",0.240409149523808,0.138233968681397,-0.03052942909173,0.511347728139345
"hp",0.240936217544334,0.0722905195883128,0.0992467991512411,0.382625635937427
"pregnancy justice",0.240939321446329,0.0754129096807097,0.0931300184721377,0.38874862442052
"self-help credit union",0.241114214762481,0.0876655413669533,0.0692897536832522,0.412938675841709
"impact fund",0.241490999523921,0.104804694094082,0.0360737990995204,0.446908199948322
"demos",0.241582281917506,0.0977252569135657,0.050040778366917,0.433123785468095
"reproductive health access project",0.243660680029077,0.09271645789077,0.0619364225631674,0.425384937494986
"safe horizon",0.244095187627686,0.0863763184777543,0.0747976034112877,0.413392771844084
"coalition of labor union women",0.24457768178052,0.0745389482133021,0.0984813432824476,0.390674020278592
