"group","ideal_point","std_error","lower_ci","upper_ci"
"colorado women’s bar assn",0.245429967639273,0.0668131078688214,0.114476276216383,0.376383659062163
"org of american historians",0.246311112562893,0.0981686141267596,0.053900628874444,0.438721596251342
"engine advocacy",0.247265489404512,0.0908082593499171,0.069281301078675,0.42524967773035
"natl workrights inst",0.247358245832157,0.0899746608669858,0.0710079105328648,0.423708581131449
"natl family planning and reproductive health assn",0.24745439823593,0.0606057429291267,0.128667142094842,0.366241654377018
"american sexual health assn",0.247789181750098,0.0647061232393386,0.120965180200994,0.374613183299201
"tahirih justice ctr",0.247914438297192,0.104833019679621,0.0424417197251359,0.453387156869249
"oca-asian pacific american advocates",0.248183070052275,0.059718530955991,0.131134749378533,0.365231390726018
"florence immigrant and refugee rights project",0.248937595284928,0.0832211932118728,0.0858240565896574,0.412051133980199
"maine women’s lobby",0.2492351801894,0.0735445928997879,0.105087778105815,0.393382582272984
"in our own voice: natl black women’s reproductive justice agenda",0.249629092215773,0.0631948419570605,0.125767201979934,0.373490982451611
"legal aid at work",0.249902338239535,0.0965010293793251,0.0607603206560577,0.439044355823012
"rabbinical assembly",0.25149717678918,0.0613655974783098,0.131220605731692,0.371773747846667
"intel corporation",0.251591389956886,0.0705159773239301,0.113380074401983,0.389802705511789
"virginia sexual and domestic violence action alliance",0.251957311892334,0.0913736238199866,0.0728650092051598,0.431049614579507
"american college of nurse-midwives",0.252102127753344,0.0566676836947021,0.141033467711727,0.36317078779496
"catholic legal immigration network",0.256170382424172,0.0715567107873048,0.115919229281055,0.396421535567289
"public advocacy for kids",0.256613691130364,0.0770160411167207,0.105662250541592,0.407565131719137
"new ways ministry",0.258437002993771,0.0722468758233113,0.116833126380081,0.400040879607461
"atlanta women for equality",0.258572764664271,0.0676126094194454,0.126052050202158,0.391093479126384
"afiya ctr",0.258987358455503,0.0632406169966076,0.135035749142152,0.382938967768854
"women’s alliance for theology ethics and ritual",0.259117724617228,0.0602446716509525,0.141038168181361,0.377197281053094
"natl immigration project of the natl lawyers guild",0.259536188267019,0.0956866699512752,0.0719903151625194,0.447082061371518
"employee rights advocacy inst for law and policy",0.259559264044169,0.086203515439036,0.0906003737836587,0.42851815430468
"freedom of the press fdn",0.26032087765033,0.136277125751719,-0.00678228882303844,0.527424044123698
"government accountability project",0.260350773256909,0.09691636314891,0.0703947014850455,0.450306845028772
"rocky mountain immigrant advocacy network",0.260949208239765,0.0687001493656927,0.126296915483008,0.395601500996523
"natl hispanic medical assn",0.261094571747907,0.0626312440966337,0.138337333318505,0.383851810177309
"natl consumers league",0.263461227960978,0.0672048627718709,0.131739696928111,0.395182758993845
"if/when/how: lawyering for reproductive justice",0.263532991396688,0.0703220756232452,0.125701723175127,0.401364259618249
"intl action network for gender equity and law",0.264386683021839,0.0695458014541374,0.128076912171729,0.400696453871948
"natl treasury employees union",0.268157109913442,0.135591510459799,0.00239774941223636,0.533916470414647
"public counsel",0.268222379385116,0.0804031134158909,0.11063227708997,0.425812481680262
"dignityusa",0.268423705706455,0.0606774248061149,0.149495953086469,0.38735145832644
"global justice ctr",0.268776364380397,0.0662956302933828,0.138836929005367,0.398715799755427
"amnesty intl",0.268811317045505,0.0740182520454944,0.123735543036336,0.413887091054674
"medical students for choice",0.269330996296691,0.0657908774375101,0.140380876519171,0.39828111607421
"advancement project",0.269477347737132,0.103094778111791,0.0674115826380215,0.471543112836242
"natl assn of nurse practitioners in women’s health",0.270210260434825,0.0600444557050797,0.152523127252869,0.387897393616781
"biogen",0.271190428906277,0.0564073630128756,0.160631997401041,0.381748860411513
"unidosus",0.271327018686075,0.0801549597591758,0.11422329755809,0.428430739814059
"black alliance for just immigration",0.271454493237704,0.0879947931487452,0.0989846986661635,0.443924287809244
"johnson controls",0.271751510878847,0.0978556094122455,0.0799545164308456,0.463548505326848
"natl coalition on black civic participation",0.27229042320377,0.0655537587501644,0.143805056053448,0.400775790354092
"feminist women’s health ctr",0.27283305977518,0.0686821442781014,0.138216056990101,0.407450062560259
"american cancer soc cancer action network",0.272843782048576,0.10491045215783,0.0672192958192287,0.478468268277923
"northwest health law advocates",0.273386457833105,0.0691856641554133,0.137782556088495,0.408990359577715
"women with a vision",0.273615944471256,0.0681873412799526,0.139968755562549,0.407263133379963
"natl inst for reproductive health",0.27364486769128,0.0704731062887508,0.135517579365328,0.411772156017231
"natl school boards assn",0.273744322440439,0.111196069098586,0.0558000270072117,0.491688617873667
"natl women’s health network",0.274106001654858,0.0866573294894227,0.10425763585559,0.443954367454127
"quixote ctr",0.274534110216532,0.0686482690021459,0.139983502972326,0.409084717460738
"natl abortion fed",0.274595737251744,0.0617020521972665,0.153659714945101,0.395531759558386
"natl assn of elementary school principals",0.274866821477483,0.082937946318939,0.112308446692363,0.437425196262604
"guttmacher inst",0.275338892493731,0.071912776198424,0.13438985114482,0.416287933842642
"glma: health professionals advancing lgbtq equality",0.275601058737021,0.083835036668136,0.111284386867475,0.439917730606568
"natl congress of american indians",0.275753966616618,0.10890686971635,0.0622965019725725,0.489211431260663
"natl assn of women lawyers",0.276910762956317,0.0618481751059002,0.155688339748753,0.398133186163881
"siecus: sex ed for social change",0.278083714320756,0.0644181975687841,0.151824047085939,0.404343381555573
"asian pacific inst on gender-based violence",0.278981332502853,0.0695980507449889,0.142569153042674,0.415393511963031
"natl whistleblower ctr",0.279220131603845,0.104502807470501,0.074394628961663,0.484045634246027
"naral pro-choice america",0.281451838733682,0.0933675687621237,0.0984514039599196,0.464452273507444
"ibis reproductive health",0.282027547639752,0.0670480753860495,0.150613319883095,0.413441775396409
"consumer fed of america",0.284384289183137,0.128423908862955,0.0326734278117451,0.536095150554529
"natl lgbtq task force",0.284712474210142,0.0864872591184351,0.115197446338009,0.454227502082275
"justice for migrant women",0.284967794493346,0.0778880396962145,0.132307236688766,0.437628352297927
"brennan ctr for justice at nyu school of law",0.285639204981596,0.126407664238055,0.0378801830750073,0.533398226888185
"natl immigration law ctr",0.285974742930486,0.0720250140446683,0.144805715402937,0.427143770458036
"soc for maternal-fetal medicine",0.287374255067838,0.058424962955991,0.172861327674095,0.40188718246158
"womxn project",0.287921388191045,0.0655205687609664,0.159501073419551,0.41634170296254
"taxpayers against fraud education fund",0.288076203189972,0.115009006309785,0.0626585508227938,0.51349385555715
"women employed",0.28891499895024,0.0677481064885577,0.156128710232667,0.421701287667813
"physicians for reproductive health",0.290720334907671,0.0559102268458493,0.181136290289806,0.400304379525535
"american psychiatric assn",0.291002166463427,0.0820082593004623,0.130265978234521,0.451738354692333
"human rights first",0.29114921162986,0.0753036889726271,0.143553981243511,0.438744442016209
"nurses for sexual and reproductive health",0.291228190623039,0.0699154748029394,0.154193860009277,0.4282625212368
"oklahoma call for reproductive justice",0.291229109517894,0.0661932843636359,0.161490272165167,0.42096794687062
"natl alliance to end sexual violence",0.291618532944467,0.0898381601892115,0.115535738973613,0.467701326915322
"partnership for working families",0.291865311029427,0.0713341303181057,0.15205041560594,0.431680206452914
"matthew shepard fdn",0.293068531842541,0.0648674605366,0.165928309190805,0.420208754494277
"refugee and immigrant ctr for education and legal services",0.293232857105173,0.0660367117424009,0.163800902090067,0.422664812120279
"dēmos",0.295690960403957,0.10935635386204,0.081352506834358,0.510029413973557
"equal justice soc",0.296032014534819,0.0684260830253881,0.161916891805058,0.43014713726458
"urge: unite for reproductive and gender equity",0.296429564415964,0.0718768799665785,0.15555087968147,0.437308249150458
"asian americans advancing justice | aajc",0.296994205066063,0.116235393899908,0.0691728330222437,0.524815577109882
"t’ruah: the rabbinic call for human rights",0.297063264612704,0.0611167451660052,0.177274444087334,0.416852085138074
"natl ctr for youth law",0.297234109845928,0.075703834880768,0.148854593479623,0.445613626212234
"lift louisiana",0.297384522602418,0.0670143332622205,0.166036429408466,0.42873261579637
"tesla",0.297519392959828,0.0849929182815243,0.13093327312804,0.464105512791616
"california women lawyers",0.298277997043185,0.064029834961204,0.172779520519225,0.423776473567145
"american civil liberties union",0.29901570210927,0.113160135283263,0.077221836954074,0.520809567264465
"jewish council for public affairs",0.299888484860473,0.0688608842354264,0.164921151759037,0.434855817961909
"american psychological assn",0.300338716468393,0.0850786061457586,0.133584648422706,0.46709278451408
"electronic privacy information ctr",0.300479224592479,0.126432113861783,0.0526722814233843,0.548286167761574
"natl crittenton",0.300649984287277,0.0763000668218759,0.1511018533164,0.450198115258153
"ywca usa",0.300738711494866,0.0658585706565203,0.171655913008086,0.429821509981646
"ultraviolet",0.301246591177379,0.0717234776458335,0.160668574991546,0.441824607363213
"human rights watch",0.301549164846482,0.0673467428635319,0.169549548833959,0.433548780859004
"texas impact",0.301706160100256,0.0815919536736978,0.141785930899808,0.461626389300704
"desiree alliance",0.3020540220989,0.0741958059961595,0.156630242346427,0.447477801851372
"american assn of university women",0.302359991912086,0.0624905484840918,0.179878516883267,0.424841466940906
"gender justice",0.302608556521468,0.0714190230628164,0.162627271318348,0.442589841724588
"juvenile law ctr",0.303247836673995,0.0795816161947936,0.147267868932199,0.45922780441579
"catholics for choice",0.303451481581061,0.0583418746002849,0.189101407364502,0.417801555797619
"natl assn for the advancement of colored people",0.30363369605216,0.0868389702873399,0.133429314288973,0.473838077815346
"natl fed of the blind",0.304401604479585,0.0992734381552518,0.109825665695291,0.498977543263879
"salesforce.com",0.304836465061139,0.0962725942417593,0.11614218034729,0.493530749774987
"american assn of university professors",0.305045299563276,0.0863134177527825,0.135871000767822,0.474219598358729
"women’s bar assn of the state of new york",0.305300116706058,0.063559971413766,0.180722572735077,0.42987766067704
"equal rights advocates",0.306024459816087,0.066899878815904,0.174900697336915,0.437148222295259
"meta platforms",0.306461452024633,0.0787168542053149,0.152176417782216,0.46074648626705
"power to decide",0.306491414673272,0.0664679389489283,0.176214254333373,0.436768575013172
"ctr for responsible lending",0.308119819313164,0.0946612116317835,0.122583844514868,0.49365579411146
"natl domestic violence hotline",0.308481130401992,0.0780230097497087,0.155556031292563,0.461406229511421
"civil rights education and enforcement ctr",0.308494738919531,0.0630109414008684,0.184993293773829,0.431996184065233
"american library assn",0.309719133339474,0.0964382579096505,0.120700147836559,0.498738118842389
"religious coalition for reproductive choice",0.310495374638864,0.058033638801303,0.19674944258831,0.424241306689418
"clearinghouse on women’s issues",0.311261792974115,0.0560839440687856,0.201337262599296,0.421186323348935
"transgender law ctr",0.31134691035153,0.0788923090156308,0.156717984680894,0.465975836022167
"natl asian pacific american women’s forum",0.311376814229846,0.0631919804447134,0.187520532558208,0.435233095901485
"natl health law program",0.31229634329495,0.094050703612276,0.127956964214889,0.496635722375011
"ctr for reproductive rights",0.312530876433328,0.0607205376990355,0.193518622543218,0.431543130323437
"assn of american medical colleges",0.312894642865591,0.0633121470715576,0.188802834605339,0.436986451125844
"natl council on independent living",0.313040654894748,0.0684421287367986,0.178894082570622,0.447187227218873
"keshet",0.313074665054755,0.0634565681013665,0.188699791576077,0.437449538533433
"electronic frontier fdn",0.313995276860464,0.168568304101263,-0.0163985991780115,0.644389152898939
"natl assn of consumer advocates",0.31413717520218,0.107592909339873,0.103255072896028,0.525019277508331
"natl equality action team",0.315225797431104,0.0836204111800364,0.151329791518233,0.479121803343975
"sanctuary for families",0.318304132898173,0.0593919414912371,0.201895927575348,0.434712338220998
"levi strauss and co.",0.319250230743832,0.0886029084883337,0.145588530106698,0.492911931380966
"hadassah the women’s zionist org of america",0.319529137796185,0.0632874989309351,0.195485639891552,0.443572635700818
"southern poverty law ctr",0.320200972099628,0.111976629724046,0.100726777840499,0.539675166358757
"aasa the school superintendents assn",0.320750935245249,0.0941963240792476,0.136126140049924,0.505375730440574
"kwh law ctr for social justice and change",0.320919135056459,0.0643264481530472,0.194839296676486,0.446998973436431
"arc of the united states",0.321491015285239,0.107653947003001,0.110489279159357,0.532492751411121
"hindu american fdn",0.323730446709846,0.0792356911130464,0.168428492128276,0.479032401291417
"natl network to end domestic violence",0.324023902895946,0.076613442761607,0.173861555083196,0.474186250708695
"hispanic fed",0.324028770401314,0.0697784019349522,0.187263102608808,0.460794438193821
"washington lawyers’ comm for civil rights and urban affairs",0.324236474716494,0.0826256356138696,0.162290228913309,0.486182720519678
"sisterreach",0.324438307224518,0.0625207218026362,0.201897692491351,0.446978921957685
"natl women’s political caucus",0.324620122422577,0.0560840043179263,0.214695473959441,0.434544770885713
"shriver ctr on poverty law",0.324813659998115,0.0733150473574956,0.181116167177423,0.468511152818806
"minority veterans of america",0.325040327874416,0.0831420606252503,0.162081889048925,0.487998766699906
"american medical women’s assn",0.32587374584909,0.0617774699085487,0.204789904828335,0.446957586869846
"feminist majority fdn",0.327298220433121,0.0631111065875632,0.203600451521497,0.450995989344745
"american immigration lawyers assn",0.32742609120373,0.128582008572187,0.0754053544022433,0.579446828005217
"reproaction",0.328502297186202,0.0624948068139531,0.206012475830854,0.45099211854155
"evangelical lutheran church in america",0.328864232965515,0.0835880419260303,0.165031670790496,0.492696795140534
"autistic women and nonbinary network",0.329265238809209,0.0732399138538724,0.185715007655619,0.472815469962799
"natl parks conservation assn",0.32928475970007,0.0906872694369722,0.151537711603605,0.507031807796536
"muslims for progressive values",0.329497624085675,0.0643035568332105,0.203462652692583,0.455532595478768
"workday",0.329683549353833,0.0857371622988096,0.161638711248167,0.4977283874595
"legal momentum the women’s legal defense and education fund",0.330667853929069,0.0584094948790517,0.216185243966127,0.44515046389201
"glbtq legal advocates and defenders",0.330775957170246,0.0921104334438732,0.150239507620254,0.511312406720237
"northwest immigrant rights project",0.331475553608631,0.0725037684344054,0.189368167477197,0.473582939740066
"equality california",0.331622129091096,0.0671777498632531,0.19995373935912,0.463290518823072
"oxfam america",0.335450124388016,0.0821166813506761,0.174501428940691,0.496398819835341
"reconstructionist rabbinical assn",0.33545237407947,0.0630924205631211,0.211791229775753,0.459113518383187
"interfaith alliance",0.335946833575566,0.0580105862185416,0.222246084587224,0.449647582563907
"natl partnership for women and families",0.337831193799945,0.0647276198042833,0.210965058983549,0.46469732861634
"jewish women intl",0.337936564744298,0.063761302375611,0.2129644120881,0.462908717400495
"american thoracic soc",0.340499215833924,0.0731888384557672,0.19704909246062,0.483949339207228
"local government legal ctr",0.340662506965957,0.122771622139357,0.100030127572817,0.581294886359096
"women’s bar assn of the district of columbia",0.340869255127543,0.064622250954007,0.214209643257689,0.467528866997397
"naacp",0.341501672098122,0.0919626293237327,0.161254918623606,0.521748425572638
"planned parenthood fed of america",0.342615954023606,0.0837803482263926,0.178406471499877,0.506825436547336
"transgender legal defense and education fund",0.343828067608553,0.0705403883963947,0.20556890635162,0.482087228865487
"better markets",0.345185193635365,0.108245271074768,0.13302446232882,0.55734592494191
"justice in aging",0.345188946151261,0.103854662566464,0.141633807520991,0.548744084781531
"paypal",0.347330583704751,0.0809082084510827,0.188750495140629,0.505910672268873
"american humanist assn",0.348042737240544,0.0871906623088382,0.177149039115221,0.518936435365867
"union for reform judaism",0.348622322539,0.0670115327335018,0.217279718381336,0.479964926696663
"unitarian universalist assn",0.349306647228487,0.0586500733827522,0.234352503398293,0.464260791058682
"natl urban league",0.351904358565761,0.0799615618044376,0.195179697429063,0.508629019702459
"main street alliance",0.35209731701098,0.114775766949358,0.127136813790238,0.577057820231722
"men of reform judaism",0.354583832351061,0.0712289193098176,0.214975150503819,0.494192514198304
"ctr for constitutional rights",0.35697886744678,0.0827578617390016,0.194773458438337,0.519184276455223
"natl assn of clean water agencies",0.357914720486622,0.0938918245094835,0.173886744448035,0.54194269652521
"natl immigrant justice ctr",0.359377136932225,0.104207359148257,0.155130713001641,0.563623560862809
"anti-defamation league",0.359766918985164,0.0986370094262597,0.166438380509696,0.553095457460633
"natl ctr for law and economic justice",0.360038199817962,0.0826555533412371,0.198033315269138,0.522043084366787
"americans united for separation of church and state",0.360581009580264,0.0970280525164564,0.17040602664801,0.550755992512519
"american fed of state county and municipal employees",0.363751497968614,0.0724239786608527,0.221800499793343,0.505702496143885
"legal voice",0.365203205384058,0.0632934498453397,0.241148043687192,0.489258367080923
"autistic self advocacy network",0.365872549426527,0.0638367472882685,0.240752524741521,0.490992574111533
"government finance officers assn",0.368323342555487,0.125127089351257,0.123074247427023,0.613572437683951
"natl disability rights network",0.370577789745478,0.0943300522452277,0.185690887344832,0.555464692146124
"natl employment lawyers assn",0.375215379431751,0.101560560415632,0.176156681017113,0.57427407784639
"american assn of people with disabilities",0.376208398290986,0.0610690369299997,0.256513085908186,0.495903710673785
"judge david l. bazelon ctr for mental health law",0.376629198875228,0.0730563631921674,0.23343872701858,0.519819670731876
"women’s law project",0.383834602353277,0.0669844625828101,0.252545055690969,0.515124149015585
"leadership conference education fund",0.384868510286127,0.0761426832475524,0.235628851120924,0.534108169451329
"american immigration council",0.38526489131273,0.0831390016185067,0.222312448140456,0.548217334485003
"women of reform judaism",0.386450751229491,0.070503359558365,0.248264166495095,0.524637335963886
"american college of obstetricians and gynecologists",0.388471621067516,0.0637767397912662,0.263469211076634,0.513474031058398
"women’s law ctr of maryland",0.389660886644375,0.0707599814944918,0.250971322915171,0.528350450373579
"natural resources defense council",0.391309933459648,0.0854894189627887,0.223750672292583,0.558869194626714
"american academy of family physicians",0.391731792891024,0.0886514107803406,0.217975027761556,0.565488558020491
"natl consumer law ctr",0.393974661115563,0.114879743697774,0.168810363467925,0.6191389587632
"brady ctr to prevent gun violence",0.39516977702126,0.103589304454826,0.192134740289801,0.598204813752719
"niskanen ctr",0.397094311426032,0.100661171174166,0.199798415924667,0.594390206927396
"disability rights education and defense fund",0.397929511375747,0.064020644863919,0.272449047442466,0.523409975309028
"lambda legal defense and education fund",0.401363692817152,0.0919970039258065,0.221049565122571,0.581677820511733
"women lawyers on guard",0.403136480724883,0.0614366077873184,0.282720729461739,0.523552231988027
"public knowledge",0.407244421333295,0.100347860752782,0.210562614257843,0.603926228408747
"naacp legal defense and educational fund",0.409219520641345,0.10406182319868,0.205258347171932,0.613180694110758
"disability rights advocates",0.409321656271068,0.0651122975403422,0.281701553091998,0.536941759450139
"natl ctr for lesbian rights",0.411684262824432,0.0664059987843904,0.281528505207027,0.541840020441837
"asian american legal defense and education fund",0.413129162069819,0.0857228005545085,0.245112472982983,0.581145851156656
"people for the american way fdn",0.420761936881983,0.0648657801853742,0.293625007718649,0.547898866045316
"natl assn of social workers",0.426236061323871,0.0696241911218052,0.289772646725133,0.562699475922609
"march for our lives action fund",0.42632804623134,0.0898658484486322,0.250190983272021,0.602465109190659
"natl org for women fdn",0.427847131373334,0.0719597597556037,0.286806002252351,0.568888260494317
"natl council of jewish women",0.434929186751484,0.0640811847076562,0.309330064724478,0.560528308778491
"american atheists",0.436020960595037,0.0709340919490376,0.296990140374923,0.57505178081515
"ctr for inquiry",0.437809378803173,0.0732515039123431,0.294236431134981,0.581382326471366
"giffords law ctr to prevent gun violence",0.460426615723081,0.082511260339527,0.298704545457608,0.622148685988553
"american fed of teachers",0.467376207378539,0.0679228204378895,0.334247479320276,0.600504935436803
"latinojustice prldef",0.472851726242298,0.0788591559928983,0.318287780496217,0.627415671988378
"freedom from religion fdn",0.473251702157924,0.0719689175739053,0.33219262371307,0.614310780602778
"american college of physicians",0.475525287117557,0.0895320140804665,0.300042539519843,0.651008034715272
"aarp fdn",0.489790117769191,0.0933071460807738,0.306908111450874,0.672672124087508
"aarp",0.48979219224581,0.085040255031014,0.323113292385023,0.656471092106597
"natl assn of counties",0.492286894945679,0.117386231475557,0.262209881253587,0.722363908637771
"natl education assn",0.494169089991757,0.0750927933637968,0.346987214998716,0.641350964984799
"american medical assn",0.494667558411645,0.0908010160938904,0.31669756686762,0.67263754995567
"public citizen fdn",0.50283391679762,0.152810954794968,0.203324445399484,0.802343388195756
"natl employment law project",0.508012722961503,0.0744989649493766,0.361994751660725,0.654030694262281
"american academy of pediatrics",0.51792179114997,0.0820146238241067,0.357173128454721,0.67867045384522
"democracy 21",0.523752647930346,0.127741327191251,0.273379646635494,0.774125649225198
"american bar assn",0.524426830115277,0.0826609774029678,0.36241131440546,0.686442345825094
"citizens for responsibility and ethics in washington",0.526977267087091,0.138137650206826,0.256227472681712,0.79772706149247
"campaign legal ctr",0.527935194710178,0.11429517508831,0.30391665153709,0.751953737883267
"intl municipal lawyers assn",0.528524313240762,0.121231062933061,0.290911429891963,0.766137196589561
"service employees intl union",0.528948506810442,0.0735247954685624,0.384839907692059,0.673057105928824
"leadership conference on civil and human rights",0.530619874193822,0.0907161532378908,0.352816213847556,0.708423534540088
"american fed of labor and congress of industrial org",0.536615446435112,0.104230271747781,0.332324113809461,0.740906779060763
"public justice",0.538421890444987,0.0972779863165113,0.347757037264624,0.729086743625349
"american assn for justice",0.550681515516584,0.120179157799392,0.315130366229775,0.786232664803393
"natl women’s law ctr",0.551329966948596,0.0781469445982362,0.398161955536053,0.704497978361139
"intl city/county management assn",0.571182785295369,0.100366331312488,0.374464775922892,0.767900794667846
"common cause",0.571554487311514,0.112985318084039,0.350103263866797,0.793005710756231
"natl league of cities",0.579800573739786,0.108485085986719,0.367169805205817,0.792431342273754
"constitutional accountability ctr",0.580694879819616,0.118452618370787,0.348527747812875,0.812862011826358
"league of women voters of the united states",0.601455416697301,0.0957354536165021,0.413813927608957,0.789096905785645
"u.s. conference of mayors",0.621273838623022,0.0929813292493492,0.439030433294298,0.803517243951747
"lawyers’ comm for civil rights under law",0.656039929178649,0.0847717371414858,0.489887324381336,0.822192533975961
"public citizen",0.751528918697612,0.0970728813952372,0.561266071162947,0.941791766232277
